UTC Time,Temperature
2025/07/20,18:25:17,19.3125
2025/07/20,18:35:17,19.0000
2025/07/20,18:45:17,19.0000
2025/07/20,18:55:17,18.8750
2025/07/20,19:05:41,18.5625
2025/07/20,19:15:41,18.4375
2025/07/20,19:26:05,18.3750
2025/07/20,19:36:05,18.1875
2025/07/20,19:46:29,18.1250
2025/07/20,19:56:29,18.1250
2025/07/20,20:06:53,18.0000
2025/07/20,20:16:53,18.0000
2025/07/20,20:26:53,18.1875
2025/07/20,20:36:53,18.3125
2025/07/20,20:47:17,18.0625
2025/07/20,20:57:17,18.0000
2025/07/20,21:07:41,17.9375
2025/07/20,21:17:41,17.7500
2025/07/20,21:28:05,17.6875
2025/07/20,21:38:05,17.6250
2025/07/20,21:48:29,17.6250
2025/07/20,21:58:29,17.4375
2025/07/20,22:08:53,17.3750
2025/07/20,22:18:53,17.5000
2025/07/20,22:29:17,17.3750
2025/07/20,22:39:17,17.1250
2025/07/20,22:49:41,17.0000
2025/07/20,22:59:41,16.8750
2025/07/20,23:09:41,16.8125
2025/07/20,23:20:05,16.8125
2025/07/20,23:30:05,16.5625
2025/07/20,23:40:29,16.5625
2025/07/20,23:50:29,16.5625
2025/07/21,00:00:29,16.6875
2025/07/21,00:10:53,16.5625
2025/07/21,00:20:53,16.5625
2025/07/21,00:31:17,16.6250
2025/07/21,00:41:17,16.6250
2025/07/21,00:51:41,16.6250
2025/07/21,01:01:41,16.7500
2025/07/21,01:11:41,16.8750
2025/07/21,01:22:05,17.0625
2025/07/21,01:32:05,17.2500
2025/07/21,01:42:29,17.1250
2025/07/21,01:52:29,17.1875
2025/07/21,02:02:53,17.1875
2025/07/21,02:12:53,17.1875
2025/07/21,02:22:53,17.1250
2025/07/21,02:32:53,17.0625
2025/07/21,02:42:53,17.1875
2025/07/21,02:53:17,17.1875
2025/07/21,03:03:17,17.2500
2025/07/21,03:13:41,17.2500
2025/07/21,03:23:41,17.2500
2025/07/21,03:33:41,17.4375
2025/07/21,03:43:41,17.4375
2025/07/21,03:54:05,17.4375
2025/07/21,04:41:41,18.1875
2025/07/21,04:52:05,18.3125
2025/07/21,05:02:05,18.5625
2025/07/21,05:12:29,18.6250
2025/07/21,05:22:29,18.8125
2025/07/21,05:32:53,19.0000
2025/07/21,05:42:53,19.1250
2025/07/21,05:53:17,19.1250
2025/07/21,06:03:17,19.4375
2025/07/21,06:13:41,19.4375
2025/07/21,06:23:41,19.5625
2025/07/21,06:34:05,19.6875
2025/07/21,06:44:05,19.8125
2025/07/21,06:54:05,19.8125
2025/07/21,07:04:05,19.9375
2025/07/21,07:14:05,20.0000
2025/07/21,07:24:05,20.3125
2025/07/21,07:34:29,20.8750
2025/07/21,07:44:29,21.0000
2025/07/21,07:54:53,21.1250
2025/07/21,08:04:53,21.4375
2025/07/21,08:14:53,21.5625
2025/07/21,08:25:17,21.6250
2025/07/21,08:35:17,21.7500
2025/07/21,08:45:17,21.9375
2025/07/21,08:55:17,23.9375
2025/07/21,09:05:17,24.0000
2025/07/21,09:15:41,23.8750
2025/07/21,09:25:41,23.6875
2025/07/21,09:35:41,23.5625
2025/07/21,09:46:05,26.3125
2025/07/21,09:56:05,26.6250
2025/07/21,10:06:29,27.7500
2025/07/21,10:16:29,27.8125
2025/07/21,10:26:29,29.5625
2025/07/21,10:36:53,29.4375
2025/07/21,10:46:53,28.2500
2025/07/21,10:57:17,27.4375
2025/07/21,11:07:17,27.5000
2025/07/21,11:17:17,27.3125
2025/07/21,11:27:41,26.3125
2025/07/21,11:37:41,25.0000
2025/07/21,11:47:41,24.2500
2025/07/21,11:57:41,23.5000
2025/07/21,12:08:05,21.8125
2025/07/21,12:18:05,21.6250
2025/07/21,12:28:29,22.0625
2025/07/21,12:38:29,22.1875
2025/07/21,12:48:53,22.6250
2025/07/21,12:58:53,23.1250
2025/07/21,13:08:53,23.5000
2025/07/21,13:18:53,23.7500
2025/07/21,13:29:17,23.8125
2025/07/21,13:39:17,23.5000
2025/07/21,13:49:41,24.0625
2025/07/21,13:59:41,24.4375
2025/07/21,14:09:41,24.5000
2025/07/21,14:20:05,24.6875
2025/07/21,14:30:05,24.4375
2025/07/21,14:40:29,23.9375
2025/07/21,14:50:29,23.6250
2025/07/21,15:00:53,23.4375
2025/07/21,15:10:53,23.2500
2025/07/21,15:21:17,23.0000
2025/07/21,15:31:17,22.8750
2025/07/21,15:41:17,23.0000
2025/07/21,15:51:41,23.0625
2025/07/21,16:01:41,23.0000
2025/07/21,16:11:41,23.1875
2025/07/21,16:22:05,22.8125
2025/07/21,16:32:05,22.6875
2025/07/21,16:42:05,22.1875
2025/07/21,16:52:29,22.1875
2025/07/21,17:02:29,22.0000
2025/07/21,17:12:29,21.8125
2025/07/21,17:22:29,21.6250
2025/07/21,17:32:53,21.4375
2025/07/21,17:42:53,21.1875
2025/07/21,17:52:53,20.9375
2025/07/21,18:02:53,20.5625
2025/07/21,18:13:17,20.2500
2025/07/21,18:23:17,20.0625
2025/07/21,18:33:17,20.0000
2025/07/21,18:43:17,19.9375
2025/07/21,18:53:41,19.7500
2025/07/21,19:03:41,19.5000
2025/07/21,19:14:05,19.3125
2025/07/21,19:24:05,19.0625
2025/07/21,19:34:05,18.8750
2025/07/21,19:44:05,18.7500
2025/07/21,19:54:29,18.5625
2025/07/21,20:04:29,18.4375
2025/07/21,20:14:29,18.3125
2025/07/21,20:24:53,18.1875
2025/07/21,20:34:53,18.1875
2025/07/21,20:44:53,18.1250
2025/07/21,20:54:53,17.9375
2025/07/21,21:05:17,17.8125
2025/07/21,21:15:17,17.6875
2025/07/21,21:25:41,17.5625
2025/07/21,21:35:41,17.5000
2025/07/21,21:45:41,17.3750
2025/07/21,21:56:05,17.2500
2025/07/21,22:06:05,17.1875
2025/07/21,22:16:29,17.1250
2025/07/21,22:26:29,17.1875
2025/07/21,22:36:29,17.1250
2025/07/21,22:46:29,16.9375
2025/07/21,22:56:53,16.8125
2025/07/21,23:06:53,16.7500
2025/07/21,23:16:53,16.6875
2025/07/21,23:26:53,16.6250
2025/07/21,23:37:17,16.5000
2025/07/21,23:47:17,16.4375
2025/07/21,23:57:17,16.3750
2025/07/22,00:07:41,16.3750
2025/07/22,00:17:41,16.4375
2025/07/22,00:28:05,16.2500
2025/07/22,00:38:05,16.1250
2025/07/22,00:48:05,16.0625
2025/07/22,00:58:29,16.0000
2025/07/22,01:08:29,16.0000
2025/07/22,01:18:53,15.8750
2025/07/22,01:28:53,15.8125
2025/07/22,01:39:17,15.7500
2025/07/22,01:49:17,15.7500
2025/07/22,01:59:17,15.8125
2025/07/22,02:09:17,15.6875
2025/07/22,02:19:41,15.6250
2025/07/22,02:29:41,15.5625
2025/07/22,02:39:41,15.5625
2025/07/22,02:50:05,15.5625
2025/07/22,03:00:05,15.5000
2025/07/22,03:10:05,15.5000
2025/07/22,03:20:05,15.6250
2025/07/22,03:30:29,15.7500
2025/07/22,03:40:29,15.8125
2025/07/22,03:50:29,15.8750
2025/07/22,04:41:43,16.6250
2025/07/22,04:52:07,16.8125
2025/07/22,05:02:07,17.1250
2025/07/22,05:12:07,17.4375
2025/07/22,05:22:31,17.6875
2025/07/22,05:32:31,17.9375
2025/07/22,05:42:55,18.2500
2025/07/22,05:52:55,18.5625
2025/07/22,06:02:55,18.8125
2025/07/22,06:13:17,19.1875
2025/07/22,06:23:17,19.4375
2025/07/22,06:33:17,19.7500
2025/07/22,06:43:41,20.1250
2025/07/22,06:53:41,20.3750
2025/07/22,07:04:05,20.5000
2025/07/22,07:14:05,20.6875
2025/07/22,07:24:05,20.8750
2025/07/22,07:34:29,21.0000
2025/07/22,07:44:29,21.1875
2025/07/22,07:54:53,21.4375
2025/07/22,08:04:53,21.7500
2025/07/22,08:15:17,22.1875
2025/07/22,08:25:17,22.7500
2025/07/22,08:35:17,22.6875
2025/07/22,08:45:41,22.8125
2025/07/22,08:55:41,24.8125
2025/07/22,09:06:05,24.7500
2025/07/22,09:16:05,25.0000
2025/07/22,09:26:29,25.0625
2025/07/22,09:36:29,25.1250
2025/07/22,09:46:53,29.1875
2025/07/22,09:56:53,31.6250
2025/07/22,10:07:17,32.5000
2025/07/22,10:17:17,32.8125
2025/07/22,10:27:17,31.8125
2025/07/22,10:37:41,32.6875
2025/07/22,10:47:41,32.1875
2025/07/22,10:57:41,33.2500
2025/07/22,11:07:41,34.8125
2025/07/22,11:18:05,33.8125
2025/07/22,11:28:05,32.1250
2025/07/22,11:38:29,31.0000
2025/07/22,11:48:29,29.6875
2025/07/22,11:58:53,29.0000
2025/07/22,12:08:53,29.2500
2025/07/22,12:19:17,30.1250
2025/07/22,12:29:17,30.3750
2025/07/22,12:39:17,29.7500
2025/07/22,12:49:41,29.6875
2025/07/22,12:59:41,29.3125
2025/07/22,13:09:41,28.8750
2025/07/22,13:20:05,28.8125
2025/07/22,13:30:05,28.5625
2025/07/22,13:40:29,28.1250
2025/07/22,13:50:29,28.5000
2025/07/22,14:00:29,28.5625
2025/07/22,14:10:53,28.1875
2025/07/22,14:20:53,27.7500
2025/07/22,14:30:53,27.6250
2025/07/22,14:41:17,27.4375
2025/07/22,14:51:17,27.1875
2025/07/22,15:01:41,26.8750
2025/07/22,15:11:41,26.5000
2025/07/22,15:22:05,25.9375
2025/07/22,15:32:05,25.6250
2025/07/22,15:42:05,25.2500
2025/07/22,15:52:29,24.8750
2025/07/22,16:02:29,24.6250
2025/07/22,16:12:29,24.3125
2025/07/22,16:22:29,24.1250
2025/07/22,16:32:53,24.0000
2025/07/22,16:42:53,23.7500
2025/07/22,16:52:53,23.5625
2025/07/22,17:02:53,23.3125
2025/07/22,17:13:17,23.1250
2025/07/22,17:23:17,23.1250
2025/07/22,17:33:41,22.9375
2025/07/22,17:43:41,22.5625
2025/07/22,17:54:05,22.2500
2025/07/22,18:04:05,22.0625
2025/07/22,18:14:05,21.8125
2025/07/22,18:24:29,21.6875
2025/07/22,18:34:29,21.5000
2025/07/22,18:44:53,21.2500
2025/07/22,18:54:53,21.1250
2025/07/22,19:05:17,21.0000
2025/07/22,19:15:17,21.0625
2025/07/22,19:25:17,21.0000
2025/07/22,19:35:41,20.8125
2025/07/22,19:45:41,20.7500
2025/07/22,19:56:05,20.6875
2025/07/22,20:06:05,20.5625
2025/07/22,20:16:29,20.5625
2025/07/22,20:26:29,20.4375
2025/07/22,20:36:53,20.3750
2025/07/22,20:46:53,20.3750
2025/07/22,20:57:17,20.3125
2025/07/22,21:07:17,20.3125
2025/07/22,21:17:17,20.3750
2025/07/22,21:27:41,20.5000
2025/07/22,21:37:41,20.3750
2025/07/22,21:48:05,20.3125
2025/07/22,21:58:05,20.3750
2025/07/22,22:08:05,20.3125
2025/07/22,22:18:05,20.1875
2025/07/22,22:28:29,20.2500
2025/07/22,22:38:29,20.1875
2025/07/22,22:48:53,20.1250
2025/07/22,22:58:53,20.1250
2025/07/22,23:09:17,20.1875
2025/07/22,23:19:17,20.2500
2025/07/22,23:29:17,20.2500
2025/07/22,23:39:41,20.2500
2025/07/22,23:49:41,20.1875
2025/07/23,00:00:05,20.1875
2025/07/23,00:10:05,20.0625
2025/07/23,00:20:29,20.1250
2025/07/23,00:30:29,20.1250
2025/07/23,00:40:53,20.0625
2025/07/23,00:50:53,20.0000
2025/07/23,01:01:17,20.0625
2025/07/23,01:11:17,20.0000
2025/07/23,01:21:17,20.1250
2025/07/23,01:31:41,20.0625
2025/07/23,01:41:41,19.9375
2025/07/23,01:52:05,19.8125
2025/07/23,02:02:05,19.8750
2025/07/23,02:12:05,19.8125
2025/07/23,02:22:29,19.8125
2025/07/23,02:32:29,19.8125
2025/07/23,02:42:29,19.7500
2025/07/23,02:52:29,19.8125
2025/07/23,03:02:53,19.7500
2025/07/23,03:12:53,19.9375
2025/07/23,03:23:17,20.0000
2025/07/23,03:33:17,19.8750
2025/07/23,03:43:41,19.8125
2025/07/23,03:53:41,19.8125
2025/07/23,04:41:43,19.5000
2025/07/23,04:51:43,19.5625
2025/07/23,05:01:43,19.5625
2025/07/23,05:12:07,19.5625
2025/07/23,05:22:07,19.6250
2025/07/23,05:32:31,19.6250
2025/07/23,05:42:31,19.6875
2025/07/23,05:52:55,19.6875
2025/07/23,06:02:55,19.6875
2025/07/23,06:12:55,19.8125
2025/07/23,06:22:55,19.8125
2025/07/23,06:33:19,19.7500
2025/07/23,06:43:19,19.8125
2025/07/23,06:53:19,19.6875
2025/07/23,07:03:43,19.6875
2025/07/23,07:13:43,19.6250
2025/07/23,07:23:43,19.6250
2025/07/23,07:34:07,19.6250
2025/07/23,07:44:07,19.6875
2025/07/23,07:54:31,19.7500
2025/07/23,08:04:31,19.8750
2025/07/23,08:14:31,19.8125
2025/07/23,08:24:55,19.8750
2025/07/23,08:34:55,19.8750
2025/07/23,08:45:19,20.0625
2025/07/23,08:55:19,20.2500
2025/07/23,09:05:17,20.2500
2025/07/23,09:15:41,20.2500
2025/07/23,09:25:41,20.1875
2025/07/23,09:36:05,20.3125
2025/07/23,09:46:05,20.3125
2025/07/23,09:56:05,20.4375
2025/07/23,10:06:05,20.4375
2025/07/23,10:16:29,20.4375
2025/07/23,10:26:29,20.5000
2025/07/23,10:36:29,20.3750
2025/07/23,10:46:29,20.3125
2025/07/23,10:56:53,20.4375
2025/07/23,11:06:53,20.5625
2025/07/23,11:17:17,20.8125
2025/07/23,11:27:17,21.1875
2025/07/23,11:37:17,21.3750
2025/07/23,11:47:41,21.3750
2025/07/23,11:57:41,21.2500
2025/07/23,12:07:41,21.1875
2025/07/23,12:18:05,21.1250
2025/07/23,12:28:05,21.1875
2025/07/23,12:38:29,20.8125
2025/07/23,12:48:29,20.3125
2025/07/23,12:58:29,20.4375
2025/07/23,13:08:53,20.7500
2025/07/23,13:18:53,21.4375
2025/07/23,13:28:53,22.1250
2025/07/23,13:38:53,22.7500
2025/07/23,13:48:53,22.8125
2025/07/23,13:59:17,22.6875
2025/07/23,14:09:17,22.8750
2025/07/23,14:19:17,23.3750
2025/07/23,14:29:41,23.5625
2025/07/23,14:39:41,23.6250
2025/07/23,14:49:41,23.7500
2025/07/23,14:59:41,23.5625
2025/07/23,15:09:41,23.5000
2025/07/23,15:19:41,23.6250
2025/07/23,15:29:41,23.6875
2025/07/23,15:40:05,23.5000
2025/07/23,15:50:05,23.5000
2025/07/23,16:00:29,23.3125
2025/07/23,16:10:29,23.0625
2025/07/23,16:20:53,22.7500
2025/07/23,16:30:53,22.5000
2025/07/23,16:41:17,22.1875
2025/07/23,16:51:17,21.9375
2025/07/23,17:01:17,21.6250
2025/07/23,17:11:17,21.4375
2025/07/23,17:21:41,21.3750
2025/07/23,17:31:41,21.1250
2025/07/23,17:42:05,20.8750
2025/07/23,17:52:05,20.7500
2025/07/23,18:02:05,20.4375
2025/07/23,18:12:29,20.2500
2025/07/23,18:22:29,19.8750
2025/07/23,18:32:53,19.7500
2025/07/23,18:42:53,19.6875
2025/07/23,18:53:17,19.4375
2025/07/23,19:03:17,19.1875
2025/07/23,19:13:17,19.0000
2025/07/23,19:23:17,18.8750
2025/07/23,19:33:41,18.7500
2025/07/23,19:43:41,18.5625
2025/07/23,19:54:05,18.5625
2025/07/23,20:04:05,18.4375
2025/07/23,20:14:29,18.3750
2025/07/23,20:24:29,18.3750
2025/07/23,20:34:29,18.3750
2025/07/23,20:44:53,18.1250
2025/07/23,20:54:53,17.9375
2025/07/23,21:04:53,17.8750
2025/07/23,21:15:17,17.8125
2025/07/23,21:25:17,17.6875
2025/07/23,21:35:17,17.6875
2025/07/23,21:45:17,17.5625
2025/07/23,21:55:17,17.5000
2025/07/23,22:05:41,17.4375
2025/07/23,22:15:41,17.3750
2025/07/23,22:25:41,17.4375
2025/07/23,22:36:05,17.6250
2025/07/23,22:46:05,17.6250
2025/07/23,22:56:05,17.6250
2025/07/23,23:06:05,17.5625
2025/07/23,23:16:29,17.5000
2025/07/23,23:26:29,17.5000
2025/07/23,23:36:29,17.4375
2025/07/23,23:46:53,17.3750
2025/07/23,23:56:53,17.3125
2025/07/24,00:07:17,17.1250
2025/07/24,00:17:17,17.0000
2025/07/24,00:27:41,16.9375
2025/07/24,00:37:41,16.8125
2025/07/24,00:48:05,17.0000
2025/07/24,00:58:05,16.7500
2025/07/24,01:08:29,16.6875
2025/07/24,01:18:29,16.6875
2025/07/24,01:28:53,16.6250
2025/07/24,01:38:53,16.5625
2025/07/24,01:48:53,16.5000
2025/07/24,01:59:17,16.3750
2025/07/24,02:09:17,16.3125
2025/07/24,02:19:17,16.2500
2025/07/24,02:29:41,16.1875
2025/07/24,02:39:41,16.3125
2025/07/24,02:50:05,16.4375
2025/07/24,03:00:05,16.3125
2025/07/24,03:10:29,16.3125
2025/07/24,03:20:29,16.3125
2025/07/24,03:30:53,16.3750
2025/07/24,03:40:53,16.4375
2025/07/24,03:51:17,16.5000
2025/07/24,04:41:43,17.2500
2025/07/24,04:51:43,17.4375
2025/07/24,05:02:05,17.6875
2025/07/24,05:12:05,17.8125
2025/07/24,05:22:05,18.0000
2025/07/24,05:32:29,18.2500
2025/07/24,05:42:29,18.4375
2025/07/24,05:52:29,18.6250
2025/07/24,06:02:53,19.0625
2025/07/24,06:12:53,19.1250
2025/07/24,06:23:17,19.4375
2025/07/24,06:33:17,19.6250
2025/07/24,06:43:17,19.7500
2025/07/24,06:53:41,20.0000
2025/07/24,07:03:41,20.1250
2025/07/24,07:14:05,20.3125
2025/07/24,07:24:05,20.6875
2025/07/24,07:34:05,20.9375
2025/07/24,07:44:05,21.0000
2025/07/24,07:54:29,21.0625
2025/07/24,08:04:29,21.4375
2025/07/24,08:14:53,22.3125
2025/07/24,08:24:53,22.6250
2025/07/24,08:35:17,22.5625
2025/07/24,08:45:17,23.1250
2025/07/24,08:55:41,24.8125
2025/07/24,09:05:41,24.4375
2025/07/24,09:16:05,24.3750
2025/07/24,09:26:05,24.2500
2025/07/24,09:36:05,24.3750
